trainerID,place,pokename,pokelevel,type1,type2,hp,maxhp,attack,defense,spatk,spdef,speed
194,2,Wartortle,24,Water,None,70,70,43,52,44,52,41
195,0,Rhyhorn,38,Ground,Rock,122,122,83,90,41,41,37
195,1,Charmeleon,35,Fire,None,98,98,62,58,73,63,73
195,2,Wartortle,35,Water,None,98,98,61,73,63,73,58
196,0,Skiploom,25,Grass,Flying,71,71,36,39,36,46,54
196,1,Ninetales,25,Fire,None,80,80,52,51,54,64,64
197,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
197,1,Dragonair,36,Dragon,None,102,102,78,64,68,68,68
198,0,Bulbasaur,32,Grass,Poison,82,82,47,47,58,58,45
198,1,Ivysaur,32,Grass,Poison,91,91,56,56,67,67,54
198,2,Venusaur,32,Grass,Poison,104,104,69,69,80,80,67
199,0,Dragonair,37,Dragon,None,105,105,80,66,70,70,70
200,0,Charmander,26,Fire,None,65,65,41,36,45,40,48
200,1,Bulbasaur,26,Grass,Poison,68,68,39,39,48,48,37
200,2,Squirtle,26,Water,None,68,68,39,48,40,47,36
201,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
201,1,Dratini,34,Dragon,None,84,84,60,47,51,51,51
201,2,Dratini,34,Dragon,None,84,84,60,47,51,51,51
202,0,Ivysaur,38,Grass,Poison,107,107,65,66,79,79,64
202,1,Starmie,38,Water,Psychic,107,107,75,83,94,83,106
203,0,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
203,1,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
203,2,Nidoqueen,33,Poison,Ground,114,114,77,74,66,72,67
204,0,Starmie,34,Water,Psychic,97,97,68,75,85,75,95
204,1,Starmie,34,Water,Psychic,97,97,68,75,85,75,95
204,2,Nidoqueen,36,Poison,Ground,123,123,84,80,71,79,72
205,0,Starmie,37,Water,Psychic,104,104,73,81,92,81,103
205,1,Starmie,37,Water,Psychic,104,104,73,81,92,81,103
205,2,Nidoqueen,39,Poison,Ground,133,133,90,86,77,85,78
206,0,Pidgeot,25,Normal,Flying,85,85,54,51,49,49,64
206,1,Electabuzz,27,Electric,None,81,81,59,45,66,60,71
207,0,Flareon,35,Fire,None,103,103,108,59,84,94,63
207,1,Tangela,35,Grass,None,103,103,56,98,87,45,59
207,2,Tauros,35,Normal,None,110,110,87,84,45,66,94
208,0,Manectric,43,Electric,None,128,128,84,72,110,72,110
208,1,Muk,43,Poison,None,158,158,110,84,76,106,63
209,0,Gloom,35,Grass,Poison,99,99,63,66,77,70,45
209,1,Azumarill,35,Water,Fairy,127,127,52,73,59,73,52
210,0,Zangoose,27,Normal,None,86,86,76,47,47,47,63
211,0,Wingull,18,Water,Flying,48,48,22,22,31,22,42
211,1,Numel,18,Fire,Ground,56,56,33,25,34,27,24
211,2,Roselia,18,Grass,Poison,52,52,33,27,47,40,34
212,0,Wingull,26,Water,Flying,66,66,29,29,42,29,58
212,1,Numel,26,Fire,Ground,76,76,45,35,48,37,32
212,2,Roselia,26,Grass,Poison,71,71,45,37,66,55,48
213,0,Pelipper,29,Water,Flying,84,84,44,73,64,56,53
213,1,Numel,29,Fire,Ground,84,84,50,38,53,41,35
213,2,Roselia,29,Grass,Poison,78,78,50,41,73,61,53
214,0,Pelipper,32,Water,Flying,91,91,48,80,70,61,58
214,1,Numel,32,Fire,Ground,91,91,54,42,58,45,38
214,2,Roselia,32,Grass,Poison,85,85,54,45,80,67,58
215,0,Pelipper,35,Water,Flying,99,99,52,87,77,66,63
215,1,Camerupt,35,Fire,Ground,106,106,87,66,91,70,45
215,2,Roselia,35,Grass,Poison,92,92,59,49,87,73,63
216,0,Mawile,43,Steel,Fairy,111,111,93,93,67,67,63
216,1,Sableye,43,Dark,Ghost,111,111,84,84,76,76,63
217,0,Swellow,29,Normal,Flying,84,84,64,50,44,44,87
217,1,Trapinch,29,Ground,None,75,75,73,41,41,41,21
217,2,Wailmer,29,Water,None,124,124,56,35,56,35,50
217,3,Magneton,29,Electric,Steel,78,78,50,70,85,56,56
217,4,Shiftry,29,Grass,Dark,101,101,73,50,67,50,61
218,0,Cacturne,44,Grass,Dark,131,131,122,73,122,73,69
219,0,Lairon,45,Steel,Rock,125,125,102,147,66,66,57
219,1,Manectric,45,Electric,None,134,134,88,75,115,75,115
220,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
221,0,Roselia,44,Grass,Poison,113,113,73,60,108,91,78
222,0,Milotic,31,Water,None,111,111,53,65,78,93,66
223,0,Zangoose,27,Normal,None,86,86,76,47,47,47,63
224,0,Sandslash,43,Ground,None,132,132,106,115,59,67,76
224,1,Ninetales,43,Fire,None,131,131,85,84,90,106,106
225,0,Mawile,46,Steel,Fairy,118,118,99,99,72,72,67
225,1,Starmie,46,Water,Psychic,127,127,90,99,113,99,127
226,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
227,0,Delcatty,27,Normal,None,84,84,49,49,44,44,52
228,0,Nosepass,42,Rock,None,92,92,57,133,57,95,45
228,1,Medicham,42,Fighting,Psychic,117,117,70,83,70,83,87
228,2,Ludicolo,42,Water,Grass,134,134,78,78,95,104,78
229,0,Kecleon,42,Normal,None,117,117,95,78,70,120,53
229,1,Rhyhorn,42,Ground,Rock,134,134,91,99,45,45,41
229,2,Tentacruel,42,Water,Poison,134,134,78,74,87,120,104
230,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
231,0,Delcatty,27,Normal,None,84,84,49,49,44,44,52
232,0,Shiftry,34,Grass,Dark,117,117,85,58,78,58,71
232,1,Graveler,34,Rock,Ground,93,93,81,95,47,47,41
232,2,Loudred,34,Normal,None,113,113,65,46,65,46,49
233,0,Dodrio,42,Normal,Flying,117,117,112,78,70,70,104
233,1,Lairon,42,Steel,Rock,117,117,95,137,62,62,53
233,2,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
234,0,Claydol,44,Ground,Psychic,122,122,82,113,82,126,86
235,0,Sableye,44,Dark,Ghost,113,113,86,86,78,78,64
235,1,Medicham,44,Fighting,Psychic,122,122,73,86,73,86,91
235,2,Sharpedo,44,Water,Dark,131,131,126,56,104,56,104
236,0,Swellow,42,Normal,Flying,117,117,91,70,62,62,125
236,1,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
236,2,Manectric,42,Electric,None,125,125,83,70,108,70,108
236,3,Shiftry,42,Grass,Dark,142,142,104,70,95,70,87
237,0,Graveler,34,Rock,Ground,93,93,81,95,47,47,41
237,1,Magcargo,34,Fire,Rock,90,90,51,98,71,71,37
237,2,Ludicolo,34,Water,Grass,110,110,64,64,78,85,64
238,0,Mawile,31,Steel,Fairy,83,83,68,68,50,50,47
238,1,Roselia,31,Grass,Poison,83,83,53,44,78,65,56
238,2,Pelipper,31,Water,Flying,89,89,47,78,68,59,56
239,0,Electrike,18,Electric,None,48,48,27,25,34,25,34
239,1,Wailmer,18,Water,None,81,81,36,24,36,24,33
239,2,Makuhita,18,Fighting,None,60,60,33,22,18,22,20
240,0,Electrike,26,Electric,None,66,66,37,35,48,35,48
240,1,Wailmer,26,Water,None,112,112,50,32,50,32,45
240,2,Makuhita,26,Fighting,None,82,82,45,29,24,29,27
241,0,Manectric,29,Electric,None,90,90,58,50,76,50,76
241,1,Wailmer,29,Water,None,124,124,56,35,56,35,50
241,2,Makuhita,29,Fighting,None,91,91,50,32,27,32,29
242,0,Manectric,32,Electric,None,98,98,64,54,83,54,83
242,1,Wailmer,32,Water,None,136,136,61,38,61,38,54
242,2,Makuhita,32,Fighting,None,99,99,54,35,29,35,32
243,0,Manectric,35,Electric,None,106,106,70,59,91,59,91
243,1,Wailmer,35,Water,None,148,148,66,42,66,42,59
243,2,Hariyama,35,Fighting,None,158,158,101,59,45,59,52
244,0,Kecleon,24,Normal,None,71,71,56,47,42,71,32
245,0,Magneton,43,Electric,Steel,111,111,72,102,123,80,80
245,1,Muk,43,Poison,None,158,158,110,84,76,106,63
246,0,Gloom,34,Grass,Poison,97,97,61,64,75,68,44
246,1,Azumarill,34,Water,Fairy,124,124,51,71,58,71,51
247,0,Wigglytuff,26,Normal,Fairy,118,118,50,37,58,40,37
248,0,Manectric,32,Electric,None,98,98,64,54,83,54,83
248,1,Linoone,32,Normal,None,103,103,61,55,48,55,80
249,0,Vigoroth,26,Normal,None,86,86,55,55,42,42,61
250,0,Swellow,28,Normal,Flying,81,81,62,48,43,43,85
250,1,Trapinch,28,Ground,None,73,73,71,40,40,40,20
250,2,Wailmer,28,Water,None,120,120,54,34,54,34,48
250,3,Magneton,28,Electric,Steel,76,76,48,68,82,54,54
250,4,Shiftry,28,Grass,Dark,98,98,71,48,65,48,59
251,0,Wingull,17,Water,Flying,46,46,21,21,29,21,40
251,1,Numel,17,Fire,Ground,53,53,31,24,33,26,23
251,2,Roselia,17,Grass,Poison,50,50,31,26,45,38,33
252,0,Wingull,26,Water,Flying,66,66,29,29,42,29,58
252,1,Numel,26,Fire,Ground,76,76,45,35,48,37,32
252,2,Roselia,26,Grass,Poison,71,71,45,37,66,55,48
253,0,Pelipper,29,Water,Flying,84,84,44,73,64,56,53
253,1,Numel,29,Fire,Ground,84,84,50,38,53,41,35
253,2,Roselia,29,Grass,Poison,78,78,50,41,73,61,53
254,0,Pelipper,32,Water,Flying,91,91,48,80,70,61,58
254,1,Numel,32,Fire,Ground,91,91,54,42,58,45,38
254,2,Roselia,32,Grass,Poison,85,85,54,45,80,67,58
255,0,Pelipper,34,Water,Flying,97,97,51,85,75,64,61
255,1,Camerupt,34,Fire,Ground,103,103,85,64,88,68,44
255,2,Roselia,34,Grass,Poison,90,90,58,47,85,71,61
256,0,Manectric,24,Electric,None,76,76,49,42,64,42,64
256,1,Swellow,24,Normal,Flying,71,71,54,42,37,37,73
256,2,Manectric,24,Electric,None,76,76,49,42,64,42,64
257,0,Skarmory,43,Steel,Flying,124,124,89,140,54,80,80
257,1,Sableye,43,Dark,Ghost,111,111,84,84,76,76,63
258,0,Loudred,29,Normal,None,98,98,56,40,56,40,43
258,1,Vigoroth,29,Normal,None,95,95,61,61,47,47,67
259,0,Loudred,35,Normal,None,116,116,67,47,67,47,51
259,1,Vigoroth,35,Normal,None,113,113,73,73,56,56,80
260,0,Spinda,37,Normal,None,104,104,62,62,62,62,62
260,1,Loudred,37,Normal,None,122,122,70,50,70,50,53
260,2,Vigoroth,37,Normal,None,119,119,77,77,59,59,84
261,0,Spinda,39,Normal,None,109,109,65,65,65,65,65
261,1,Loudred,39,Normal,None,128,128,74,52,74,52,56
261,2,Vigoroth,39,Normal,None,125,125,81,81,61,61,89
262,0,Spinda,41,Normal,None,114,114,68,68,68,68,68
262,1,Exploud,41,Normal,None,151,151,94,71,94,79,75
262,2,Slaking,41,Normal,None,188,188,150,101,97,73,101
263,0,Pelipper,33,Water,Flying,94,94,49,82,72,63,59
263,1,Camerupt,33,Fire,Ground,101,101,82,63,86,66,43
264,0,Claydol,43,Ground,Psychic,120,120,80,110,80,123,84
264,1,Lanturn,43,Water,Electric,175,175,70,70,85,85,78
265,0,Cacturne,43,Grass,Dark,128,128,119,72,119,72,67
265,1,Pelipper,43,Water,Flying,120,120,63,106,93,80,76
266,0,Medicham,43,Fighting,Psychic,120,120,72,84,72,84,89
266,1,Claydol,43,Ground,Psychic,120,120,80,110,80,123,84
267,0,Slakoth,26,Normal,None,76,76,45,45,32,32,29
268,0,Kecleon,23,Normal,None,68,68,54,45,40,68,31
269,0,Sableye,43,Dark,Ghost,111,111,84,84,76,76,63
269,1,Absol,43,Dark,None,124,124,132,72,84,72,84
270,0,Roselia,45,Grass,Poison,116,116,75,61,111,93,79
271,0,Absol,27,Dark,None,81,81,84,47,55,47,55
272,0,Sableye,30,Dark,Ghost,80,80,60,60,54,54,45
273,0,Zangoose,26,Normal,None,83,83,74,45,45,45,61
274,0,Kecleon,33,Normal,None,94,94,76,63,56,96,43
274,1,Loudred,33,Normal,None,110,110,63,45,63,45,48
275,0,Sandslash,42,Ground,None,130,130,104,112,57,66,74
275,1,Ninetales,42,Fire,None,128,128,83,83,88,104,104
275,2,Tropius,42,Grass,Flying,150,150,77,89,80,93,62
276,0,Gardevoir,43,Psychic,Fairy,126,126,76,76,127,119,89
276,1,Slaking,43,Normal,None,197,197,158,106,102,76,106
277,0,Lairon,45,Steel,Rock,125,125,102,147,66,66,57
277,1,Manectric,45,Electric,None,134,134,88,75,115,75,115
278,0,Manectric,30,Electric,None,92,92,60,51,78,51,78
279,0,Mawile,46,Steel,Fairy,118,118,99,99,72,72,67
279,1,Starmie,46,Water,Psychic,127,127,90,99,113,99,127
280,0,Manectric,29,Electric,None,90,90,58,50,76,50,76
280,1,Shiftry,29,Grass,Dark,101,101,73,50,67,50,61
281,0,Manectric,34,Electric,None,103,103,68,58,88,58,88
282,0,Delcatty,26,Normal,None,81,81,48,48,42,42,50
283,0,Torkoal,42,Fire,None,125,125,91,137,91,78,36
283,1,Medicham,42,Fighting,Psychic,117,117,70,83,70,83,87
283,2,Ludicolo,42,Water,Grass,134,134,78,78,95,104,78
284,0,Lunatone,43,Rock,Psychic,128,128,67,76,102,93,80
284,1,Solrock,43,Rock,Psychic,128,128,102,93,67,76,80
285,0,Kecleon,42,Normal,None,117,117,95,78,70,120,53
285,1,Graveler,42,Rock,Ground,113,113,99,116,57,57,49
285,2,Wailord,42,Water,None,209,209,95,57,95,57,70
286,0,Spinda,26,Normal,None,76,76,45,45,45,45,45
287,0,Slaking,43,Normal,None,197,197,158,106,102,76,106
287,1,Dusclops,43,Ghost,None,102,102,80,132,72,132,41
288,0,Swellow,26,Normal,Flying,76,76,58,45,40,40,79
289,0,Shiftry,34,Grass,Dark,117,117,85,58,78,58,71
289,1,Nosepass,34,Rock,None,76,76,47,109,47,78,37
290,0,Swellow,42,Normal,Flying,117,117,91,70,62,62,125
290,1,Mawile,42,Steel,Fairy,109,109,91,91,66,66,62
290,2,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
291,0,Claydol,45,Ground,Psychic,125,125,84,115,84,129,88
292,0,Sableye,44,Dark,Ghost,113,113,86,86,78,78,64
292,1,Medicham,44,Fighting,Psychic,122,122,73,86,73,86,91
292,2,Sharpedo,44,Water,Dark,131,131,126,56,104,56,104
293,0,Dodrio,42,Normal,Flying,117,117,112,78,70,70,104
293,1,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
293,2,Electrode,42,Electric,None,117,117,62,78,87,87,137
293,3,Shiftry,42,Grass,Dark,142,142,104,70,95,70,87
294,0,Graveler,33,Rock,Ground,91,91,79,92,46,46,39
294,1,Ludicolo,33,Water,Grass,107,107,63,63,76,82,63
295,0,Mawile,29,Steel,Fairy,78,78,64,64,47,47,44
295,1,Roselia,29,Grass,Poison,78,78,50,41,73,61,53
295,2,Pelipper,29,Water,Flying,84,84,44,73,64,56,53
296,0,Electrike,17,Electric,None,46,46,26,24,33,24,33
296,1,Wailmer,17,Water,None,77,77,34,23,34,23,31
296,2,Makuhita,17,Fighting,None,57,57,31,21,17,21,19
297,0,Electrike,26,Electric,None,66,66,37,35,48,35,48
297,1,Wailmer,26,Water,None,112,112,50,32,50,32,45
297,2,Makuhita,26,Fighting,None,82,82,45,29,24,29,27
298,0,Manectric,29,Electric,None,90,90,58,50,76,50,76
298,1,Wailmer,29,Water,None,124,124,56,35,56,35,50
298,2,Makuhita,29,Fighting,None,91,91,50,32,27,32,29
299,0,Manectric,32,Electric,None,98,98,64,54,83,54,83
299,1,Wailmer,32,Water,None,136,136,61,38,61,38,54
299,2,Makuhita,32,Fighting,None,99,99,54,35,29,35,32
300,0,Manectric,35,Electric,None,106,106,70,59,91,59,91
300,1,Wailmer,35,Water,None,148,148,66,42,66,42,59
300,2,Hariyama,35,Fighting,None,158,158,101,59,45,59,52
301,0,Smeargle,60,Normal,None,157,157,50,68,50,80,116
302,0,Smeargle,30,Normal,None,83,83,27,36,27,42,60
303,0,Wailord,57,Water,None,281,281,128,76,128,76,93
303,1,Vileplume,57,Grass,Poison,173,173,116,122,150,128,82
304,0,Armaldo,47,Rock,Bug,144,144,139,115,87,97,64
304,1,Cradily,47,Rock,Grass,154,154,98,113,98,122,62
305,0,Armaldo,56,Rock,Bug,170,170,165,137,103,114,75
305,1,Cradily,56,Rock,Grass,182,182,115,133,115,145,73
306,0,Carvanha,21,Water,Dark,57,57,50,20,39,20,39
306,1,Numel,21,Fire,Ground,63,63,37,29,39,31,27
307,0,Sandslash,46,Ground,None,141,141,113,122,62,72,81
307,1,Ninetales,46,Fire,None,139,139,91,90,96,113,113
308,0,Weepinbell,24,Grass,Poison,73,73,56,37,54,35,40
308,1,Gloom,24,Grass,Poison,71,71,44,47,54,49,32
308,2,Ivysaur,24,Grass,Poison,71,71,43,43,52,52,42
309,0,Nidorino,39,Poison,None,110,110,75,63,61,61,69
309,1,Nidoking,39,Poison,Ground,126,126,98,79,85,77,85
310,0,Sandslash,39,Ground,None,121,121,97,104,54,61,69
310,1,Dugtrio,39,Ground,None,90,90,81,58,58,73,112
311,0,Rhyhorn,43,Ground,Rock,137,137,93,102,46,46,41
312,0,Persian,44,Normal,None,127,127,82,73,78,78,122
312,1,Ninetales,44,Fire,None,134,134,87,86,92,108,108
313,0,Ivysaur,42,Grass,Poison,117,117,72,73,87,87,70
313,1,Wartortle,42,Water,None,116,116,73,87,74,87,68
313,2,Charmeleon,42,Fire,None,115,115,73,68,87,74,87
313,3,Charizard,42,Fire,Flying,132,132,90,85,111,91,104
314,0,Exeggutor,43,Grass,Psychic,150,150,102,93,127,76,67
314,1,Cloyster,43,Water,Ice,111,111,102,175,93,59,80
314,2,Arcanine,43,Fire,None,145,145,115,89,106,89,102
315,0,Parasect,43,Bug,Grass,120,120,102,89,72,89,46
315,1,Dewgong,43,Water,Ice,145,145,80,89,80,102,80
315,2,Chansey,43,Normal,None,283,283,24,24,50,110,63
316,0,Kingler,43,Water,None,115,115,132,119,63,63,84
316,1,Tentacruel,43,Water,Poison,137,137,80,76,89,123,106
316,2,Blastoise,43,Water,None,136,136,91,106,93,110,87
317,0,Bellsprout,43,Grass,Poison,111,111,84,50,80,46,54
317,1,Weepinbell,43,Grass,Poison,124,124,97,63,93,59,67
317,2,Victreebel,43,Grass,Poison,137,137,110,76,106,80,80
318,0,Ivysaur,24,Grass,Poison,71,71,43,43,52,52,42
318,1,Charmeleon,24,Fire,None,70,70,44,41,52,44,52
318,2,Wartortle,24,Water,None,70,70,43,52,44,52,41
319,0,Charmeleon,27,Fire,None,78,78,49,46,57,49,57
320,0,Rapidash,36,Fire,None,105,105,89,68,75,75,93
321,0,Rapidash,39,Fire,None,113,113,97,73,81,81,100
322,0,Rapidash,43,Fire,None,124,124,106,80,89,89,110
323,0,Magneton,33,Electric,Steel,87,87,56,79,96,63,63
323,1,Quagsire,31,Water,Ground,111,111,68,68,56,56,37
323,2,Exeggcute,31,Grass,Psychic,89,89,40,65,53,44,40
324,0,Sandslash,35,Ground,None,110,110,87,94,49,56,63
325,0,Horsea,33,Water,None,74,74,43,63,63,33,56
325,1,Horsea,33,Water,None,74,74,43,63,63,33,56
325,2,Horsea,33,Water,None,74,74,43,63,63,33,56
326,0,Electrode,35,Electric,None,99,99,52,66,73,73,115
326,1,Starmie,35,Water,Psychic,99,99,70,77,87,77,98
326,2,Ninetales,35,Fire,None,108,108,70,70,74,87,87
327,0,Horsea,34,Water,None,76,76,44,64,64,34,58
327,1,Seadra,36,Water,None,98,98,64,86,86,50,79
328,0,Butterfree,25,Bug,Flying,74,74,36,39,59,54,49
328,1,Bellossom,25,Grass,None,81,81,54,61,59,64,39
329,0,Dragonair,37,Dragon,None,105,105,80,66,70,70,70
330,0,Poliwhirl,28,Water,None,84,84,51,51,43,43,65
331,0,Seadra,37,Water,None,101,101,66,88,88,51,81
332,0,Victreebel,32,Grass,Poison,104,104,83,58,80,61,61
332,1,Kingler,32,Water,None,88,88,99,90,48,48,64
332,2,Flareon,32,Fire,None,95,95,99,54,77,86,58
333,0,Victreebel,35,Grass,Poison,113,113,91,63,87,66,66
333,1,Kingler,35,Water,None,96,96,108,98,52,52,70
333,2,Flareon,35,Fire,None,103,103,108,59,84,94,63
334,0,Victreebel,39,Grass,Poison,125,125,100,69,97,73,73
334,1,Kingler,39,Water,None,105,105,120,108,58,58,77
334,2,Flareon,39,Fire,None,113,113,120,65,93,104,69
335,0,Eevee,26,Normal,None,73,73,42,40,37,48,42
335,1,Vaporeon,22,Water,None,97,97,41,39,61,54,41
335,2,Jolteon,22,Electric,None,68,68,41,39,61,54,70
335,3,Flareon,22,Fire,None,68,68,70,39,54,61,41
336,0,Goldeen,22,Water,None,59,59,42,39,28,34,40
336,1,Seaking,24,Water,None,81,81,57,44,44,52,46
337,0,Parasect,33,Bug,Grass,94,94,79,69,56,69,36
337,1,Golduck,35,Water,None,113,113,75,72,84,73,77
338,0,Staryu,24,Water,None,57,57,35,40,47,40,54
338,1,Starmie,26,Water,Psychic,76,76,53,58,66,58,74
339,0,Pikachu,36,Electric,None,84,84,57,46,53,53,82
339,1,Blastoise,32,Water,None,104,104,69,80,70,83,66
340,0,Shellder,26,Water,None,60,60,48,66,37,27,35
340,1,Cloyster,28,Water,Ice,76,76,68,115,62,40,54
341,0,Marill,27,Water,Fairy,84,84,25,41,25,41,36
341,1,Wartortle,24,Water,None,70,70,43,52,44,52,41
341,2,Wartortle,24,Water,None,70,70,43,52,44,52,41
342,0,Rhyhorn,38,Ground,Rock,122,122,83,90,41,41,37
342,1,Charmeleon,35,Fire,None,98,98,62,58,73,63,73
342,2,Wartortle,35,Water,None,98,98,61,73,63,73,58
343,0,Skiploom,25,Grass,Flying,71,71,36,39,36,46,54
343,1,Ninetales,25,Fire,None,80,80,52,51,54,64,64
344,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
344,1,Dragonair,36,Dragon,None,102,102,78,64,68,68,68
345,0,Bulbasaur,32,Grass,Poison,82,82,47,47,58,58,45
345,1,Ivysaur,32,Grass,Poison,91,91,56,56,67,67,54
345,2,Venusaur,32,Grass,Poison,104,104,69,69,80,80,67
346,0,Dragonair,37,Dragon,None,105,105,80,66,70,70,70
347,0,Charmander,26,Fire,None,65,65,41,36,45,40,48
347,1,Bulbasaur,26,Grass,Poison,68,68,39,39,48,48,37
347,2,Squirtle,26,Water,None,68,68,39,48,40,47,36
348,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
348,1,Dratini,34,Dragon,None,84,84,60,47,51,51,51
348,2,Dratini,34,Dragon,None,84,84,60,47,51,51,51
349,0,Ivysaur,38,Grass,Poison,107,107,65,66,79,79,64
349,1,Starmie,38,Water,Psychic,107,107,75,83,94,83,106
350,0,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
350,1,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
350,2,Nidoqueen,33,Poison,Ground,114,114,77,74,66,72,67
351,0,Starmie,34,Water,Psychic,97,97,68,75,85,75,95
351,1,Starmie,34,Water,Psychic,97,97,68,75,85,75,95
351,2,Nidoqueen,36,Poison,Ground,123,123,84,80,71,79,72
352,0,Starmie,37,Water,Psychic,104,104,73,81,92,81,103
352,1,Starmie,37,Water,Psychic,104,104,73,81,92,81,103
352,2,Nidoqueen,39,Poison,Ground,133,133,90,86,77,85,78
353,0,Pidgeot,25,Normal,Flying,85,85,54,51,49,49,64
353,1,Electabuzz,27,Electric,None,81,81,59,45,66,60,71
354,0,Flareon,35,Fire,None,103,103,108,59,84,94,63
354,1,Tangela,35,Grass,None,103,103,56,98,87,45,59
354,2,Tauros,35,Normal,None,110,110,87,84,45,66,94
355,0,Manectric,43,Electric,None,128,128,84,72,110,72,110
355,1,Muk,43,Poison,None,158,158,110,84,76,106,63
356,0,Gloom,35,Grass,Poison,99,99,63,66,77,70,45
356,1,Azumarill,35,Water,Fairy,127,127,52,73,59,73,52
357,0,Zangoose,27,Normal,None,86,86,76,47,47,47,63
358,0,Wingull,18,Water,Flying,48,48,22,22,31,22,42
358,1,Numel,18,Fire,Ground,56,56,33,25,34,27,24
358,2,Roselia,18,Grass,Poison,52,52,33,27,47,40,34
359,0,Wingull,26,Water,Flying,66,66,29,29,42,29,58
359,1,Numel,26,Fire,Ground,76,76,45,35,48,37,32
359,2,Roselia,26,Grass,Poison,71,71,45,37,66,55,48
360,0,Pelipper,29,Water,Flying,84,84,44,73,64,56,53
360,1,Numel,29,Fire,Ground,84,84,50,38,53,41,35
360,2,Roselia,29,Grass,Poison,78,78,50,41,73,61,53
361,0,Pelipper,32,Water,Flying,91,91,48,80,70,61,58
361,1,Numel,32,Fire,Ground,91,91,54,42,58,45,38
361,2,Roselia,32,Grass,Poison,85,85,54,45,80,67,58
362,0,Pelipper,35,Water,Flying,99,99,52,87,77,66,63
362,1,Camerupt,35,Fire,Ground,106,106,87,66,91,70,45
362,2,Roselia,35,Grass,Poison,92,92,59,49,87,73,63
363,0,Mawile,43,Steel,Fairy,111,111,93,93,67,67,63
363,1,Sableye,43,Dark,Ghost,111,111,84,84,76,76,63
364,0,Swellow,29,Normal,Flying,84,84,64,50,44,44,87
364,1,Trapinch,29,Ground,None,75,75,73,41,41,41,21
364,2,Wailmer,29,Water,None,124,124,56,35,56,35,50
364,3,Magneton,29,Electric,Steel,78,78,50,70,85,56,56
364,4,Shiftry,29,Grass,Dark,101,101,73,50,67,50,61
365,0,Cacturne,44,Grass,Dark,131,131,122,73,122,73,69
366,0,Lairon,45,Steel,Rock,125,125,102,147,66,66,57
366,1,Manectric,45,Electric,None,134,134,88,75,115,75,115
367,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
368,0,Roselia,44,Grass,Poison,113,113,73,60,108,91,78
369,0,Milotic,31,Water,None,111,111,53,65,78,93,66
370,0,Zangoose,27,Normal,None,86,86,76,47,47,47,63
371,0,Sandslash,43,Ground,None,132,132,106,115,59,67,76
371,1,Ninetales,43,Fire,None,131,131,85,84,90,106,106
372,0,Mawile,46,Steel,Fairy,118,118,99,99,72,72,67
372,1,Starmie,46,Water,Psychic,127,127,90,99,113,99,127
373,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
374,0,Delcatty,27,Normal,None,84,84,49,49,44,44,52
375,0,Nosepass,42,Rock,None,92,92,57,133,57,95,45
375,1,Medicham,42,Fighting,Psychic,117,117,70,83,70,83,87
375,2,Ludicolo,42,Water,Grass,134,134,78,78,95,104,78
376,0,Kecleon,42,Normal,None,117,117,95,78,70,120,53
376,1,Rhyhorn,42,Ground,Rock,134,134,91,99,45,45,41
376,2,Tentacruel,42,Water,Poison,134,134,78,74,87,120,104
377,0,Linoone,27,Normal,None,88,88,52,47,41,47,68
378,0,Delcatty,27,Normal,None,84,84,49,49,44,44,52
379,0,Shiftry,34,Grass,Dark,117,117,85,58,78,58,71
379,1,Graveler,34,Rock,Ground,93,93,81,95,47,47,41
379,2,Loudred,34,Normal,None,113,113,65,46,65,46,49
380,0,Dodrio,42,Normal,Flying,117,117,112,78,70,70,104
380,1,Lairon,42,Steel,Rock,117,117,95,137,62,62,53
380,2,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
381,0,Claydol,44,Ground,Psychic,122,122,82,113,82,126,86
382,0,Sableye,44,Dark,Ghost,113,113,86,86,78,78,64
382,1,Medicham,44,Fighting,Psychic,122,122,73,86,73,86,91
382,2,Sharpedo,44,Water,Dark,131,131,126,56,104,56,104
383,0,Swellow,42,Normal,Flying,117,117,91,70,62,62,125
383,1,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
383,2,Manectric,42,Electric,None,125,125,83,70,108,70,108
383,3,Shiftry,42,Grass,Dark,142,142,104,70,95,70,87
384,0,Graveler,34,Rock,Ground,93,93,81,95,47,47,41
384,1,Magcargo,34,Fire,Rock,90,90,51,98,71,71,37
384,2,Ludicolo,34,Water,Grass,110,110,64,64,78,85,64
